-0.70327,-0.70269,-0.93207,-0.9316
-0.70751,-0.70694,-0.92788,-0.92741
-0.71173,-0.71116,-0.92355,-0.92308
-0.71601,-0.71544,-0.91934,-0.91887
-0.72025,-0.71968,-0.91512,-0.91464
-0.72447,-0.7239,-0.91087,-0.91039
-0.72874,-0.72818,-0.90664,-0.90616
-0.73294,-0.73238,-0.90236,-0.90188
-0.73723,-0.73667,-0.89817,-0.89768
-0.74144,-0.74088,-0.8939,-0.89341
-0.74569,-0.74514,-0.88969,-0.8892
-0.74992,-0.74936,-0.88543,-0.88494
-0.75416,-0.75361,-0.88118,-0.88068
-0.75842,-0.75787,-0.87694,-0.87644
-0.76265,-0.7621,-0.87268,-0.87218
-0.76689,-0.76635,-0.86848,-0.86798
-0.77114,-0.77059,-0.86421,-0.8637
-0.77536,-0.77482,-0.85993,-0.85943
-0.77965,-0.77911,-0.8557,-0.85519
-0.78385,-0.78331,-0.85145,-0.85094
-0.78812,-0.78759,-0.84726,-0.84675
-0.79234,-0.79181,-0.84298,-0.84247
-0.79659,-0.79606,-0.83878,-0.83827
-0.80084,-0.80031,-0.83455,-0.83404
-0.80505,-0.80453,-0.8303,-0.82979
-0.80933,-0.8088,-0.82602,-0.82551
-0.81356,-0.81303,-0.82181,-0.82129
-0.81781,-0.81729,-0.81758,-0.81706
-0.82201,-0.82149,-0.81327,-0.81274
-0.8263,-0.82578,-0.8091,-0.80857
-0.83055,-0.83003,-0.80483,-0.8043
-0.83479,-0.83427,-0.80061,-0.80007
-0.83899,-0.83848,-0.79635,-0.79582
-0.84326,-0.84275,-0.7921,-0.79157
-0.8475,-0.84699,-0.78788,-0.78734
-0.85172,-0.85121,-0.78361,-0.78307
-0.85598,-0.85547,-0.77937,-0.77883
-0.86023,-0.85973,-0.77511,-0.77457
-0.86446,-0.86396,-0.77088,-0.77033
-0.86871,-0.86821,-0.76662,-0.76608
-0.87293,-0.87243,-0.76239,-0.76185
-0.87719,-0.8767,-0.75817,-0.75762
-0.88144,-0.88094,-0.75391,-0.75335
-0.88568,-0.88519,-0.74969,-0.74914
-0.88995,-0.88946,-0.74543,-0.74487
-0.89417,-0.89368,-0.74119,-0.74063
-0.89841,-0.89793,-0.73697,-0.73641
-0.90264,-0.90216,-0.73269,-0.73213
-0.90691,-0.90643,-0.72846,-0.7279
-0.91113,-0.91065,-0.72416,-0.72359
-0.91537,-0.9149,-0.7199,-0.71934
-0.91965,-0.91918,-0.71574,-0.71517
-0.92384,-0.92337,-0.71148,-0.71091
-0.92812,-0.92765,-0.70726,-0.70669
-0.93233,-0.93186,-0.70301,-0.70243
-0.93657,-0.9361,-0.69878,-0.6982
-0.94082,-0.94036,-0.69453,-0.69395
-0.94508,-0.94462,-0.69029,-0.68971
-0.9493,-0.94884,-0.68605,-0.68547
-0.95353,-0.95307,-0.68177,-0.68119
-0.95782,-0.95736,-0.67755,-0.67697
-0.96203,-0.96158,-0.6733,-0.67271
-0.96631,-0.96585,-0.66909,-0.6685
-0.97055,-0.9701,-0.66488,-0.66428
-0.97478,-0.97433,-0.66061,-0.66002
-0.97896,-0.97852,-0.65638,-0.65578
-0.98326,-0.98281,-0.65214,-0.65154
-0.98753,-0.98708,-0.64793,-0.64733
-0.99176,-0.99132,-0.64364,-0.64304
-0.99602,-0.99558,-0.63943,-0.63883
-1.0003,-0.99982,-0.63518,-0.63457
-1.0045,-1.004,-0.63093,-0.63032
-1.0087,-1.0083,-0.62666,-0.62605
-1.013,-1.0125,-0.62241,-0.6218
-1.0172,-1.0168,-0.61819,-0.61758
-1.0215,-1.021,-0.61396,-0.61334
-1.0257,-1.0253,-0.6097,-0.60909
-1.03,-1.0296,-0.60547,-0.60485
-1.0342,-1.0338,-0.60123,-0.60061
-1.0385,-1.038,-0.59699,-0.59637
-1.0427,-1.0423,-0.59272,-0.59209
-1.047,-1.0465,-0.5885,-0.58787
-1.0512,-1.0508,-0.58425,-0.58362
-1.0554,-1.055,-0.57998,-0.57935
-1.0597,-1.0593,-0.57576,-0.57512
-1.0639,-1.0635,-0.57147,-0.57084
-1.0682,-1.0678,-0.56727,-0.56663
-1.0724,-1.072,-0.56305,-0.56241
-1.0767,-1.0763,-0.5588,-0.55816
-1.0809,-1.0805,-0.55455,-0.55391
-1.0851,-1.0847,-0.55035,-0.54971
-1.0894,-1.089,-0.54611,-0.54546
-1.0936,-1.0932,-0.54182,-0.54117
-1.0979,-1.0975,-0.5376,-0.53695
-1.1021,-1.1017,-0.53335,-0.53269
-1.1064,-1.106,-0.52911,-0.52846
-1.1106,-1.1102,-0.52488,-0.52423
-1.1148,-1.1144,-0.52064,-0.51999
-1.119,-1.1186,-0.5164,-0.51574
-1.1233,-1.123,-0.51218,-0.51151
-1.1276,-1.1272,-0.50794,-0.50727
-1.1318,-1.1314,-0.50368,-0.50301
-1.1361,-1.1357,-0.49949,-0.49882
-1.1403,-1.1399,-0.49521,-0.49454
-1.1445,-1.1442,-0.49095,-0.49027
-1.1488,-1.1484,-0.48671,-0.48604
-1.153,-1.1527,-0.48247,-0.48179
-1.1573,-1.1569,-0.47826,-0.47758
-1.1615,-1.1611,-0.47397,-0.47329
-1.1657,-1.1654,-0.46977,-0.46909
-1.17,-1.1697,-0.46553,-0.46484
-1.1742,-1.1739,-0.46125,-0.46056
-1.1785,-1.1781,-0.45706,-0.45637
-1.1827,-1.1824,-0.45279,-0.4521
-1.187,-1.1866,-0.44859,-0.44789
-1.1912,-1.1908,-0.44429,-0.44359
-1.1954,-1.1951,-0.44,-0.4393
-1.1997,-1.1993,-0.43585,-0.43515
-1.2039,-1.2035,-0.43159,-0.43089
-1.2082,-1.2078,-0.42735,-0.42665
-1.2124,-1.212,-0.4231,-0.42239
-1.2166,-1.2163,-0.4189,-0.41819
-1.2209,-1.2206,-0.41462,-0.41392
-1.2252,-1.2248,-0.41037,-0.40966
-1.2294,-1.2291,-0.40612,-0.4054
-1.2336,-1.2333,-0.40187,-0.40116
-1.2379,-1.2376,-0.39766,-0.39694
-1.2421,-1.2418,-0.3934,-0.39268
-1.2464,-1.246,-0.38918,-0.38846
-1.2506,-1.2503,-0.38493,-0.38421
-1.2548,-1.2545,-0.3807,-0.37998
-1.259,-1.2587,-0.37642,-0.3757
-1.2633,-1.263,-0.37217,-0.37144
-1.2676,-1.2673,-0.36795,-0.36722
-1.2718,-1.2715,-0.36367,-0.36294
-1.2761,-1.2758,-0.35947,-0.35873
-1.2803,-1.28,-0.35523,-0.3545
-1.2846,-1.2843,-0.35096,-0.35023
-1.2888,-1.2885,-0.34674,-0.346
-1.293,-1.2927,-0.34247,-0.34173
-1.2973,-1.297,-0.33826,-0.33752
-1.3015,-1.3012,-0.33397,-0.33323
-1.3058,-1.3055,-0.32975,-0.329
-1.31,-1.3097,-0.3255,-0.32475
-1.3143,-1.314,-0.32126,-0.32051
-1.3185,-1.3182,-0.31702,-0.31627
-1.3227,-1.3224,-0.31277,-0.31201
-1.327,-1.3267,-0.30854,-0.30778
-1.3312,-1.3309,-0.3043,-0.30354
-1.3355,-1.3352,-0.3,-0.29924
-1.3397,-1.3394,-0.2958,-0.29503
-1.3439,-1.3437,-0.29156,-0.29079
-1.3482,-1.3479,-0.28734,-0.28658
-1.3524,-1.3521,-0.28307,-0.2823
-1.3567,-1.3564,-0.27884,-0.27806
-1.3609,-1.3607,-0.27462,-0.27384
-1.3652,-1.3649,-0.27039,-0.26962
-1.3694,-1.3691,-0.26611,-0.26533
-1.3736,-1.3734,-0.26186,-0.26108
-1.3779,-1.3776,-0.25765,-0.25687
-1.3821,-1.3818,-0.25339,-0.25261
-1.3864,-1.3861,-0.24916,-0.24838
-1.3906,-1.3904,-0.24492,-0.24413
-1.3949,-1.3946,-0.24066,-0.23988
-1.399,-1.3988,-0.23643,-0.23564
-1.4033,-1.4031,-0.23216,-0.23137
-1.4076,-1.4073,-0.22792,-0.22713
-1.4118,-1.4116,-0.22365,-0.22286
-1.4161,-1.4158,-0.21943,-0.21863
-1.4204,-1.4201,-0.21519,-0.21439
-1.4246,-1.4243,-0.21092,-0.21012
-1.4288,-1.4286,-0.20668,-0.20588
-1.4331,-1.4328,-0.20243,-0.20162
-1.4373,-1.4371,-0.19819,-0.19739
-1.4415,-1.4413,-0.19396,-0.19315
-1.4458,-1.4456,-0.18972,-0.18891
-1.4501,-1.4498,-0.18548,-0.18466
-1.4543,-1.4541,-0.1812,-0.18038
-1.4586,-1.4583,-0.17697,-0.17615
-1.4628,-1.4626,-0.17273,-0.17191
-1.4671,-1.4669,-0.16851,-0.16769
-1.4713,-1.4711,-0.16424,-0.16342
-1.4756,-1.4754,-0.15996,-0.15913
-1.4798,-1.4796,-0.15575,-0.15492
-1.4841,-1.4838,-0.15153,-0.1507
-1.4883,-1.4881,-0.14729,-0.14646
-1.4925,-1.4923,-0.14305,-0.14221
-1.4968,-1.4966,-0.13883,-0.13799
-1.501,-1.5008,-0.13455,-0.13371
-1.5053,-1.5051,-0.13035,-0.12951
-1.5096,-1.5094,-0.12608,-0.12524
-1.5138,-1.5136,-0.12182,-0.12098
-1.5181,-1.5179,-0.11764,-0.1168
-1.5223,-1.5221,-0.11337,-0.11253
-1.5266,-1.5264,-0.10917,-0.10832
-1.5308,-1.5306,-0.10488,-0.10403
-1.535,-1.5349,-0.10064,-0.099792
-1.5392,-1.539,-0.09641,-0.095556
-1.5435,-1.5433,-0.09216,-0.091303
-1.5478,-1.5476,-0.087913,-0.087054
-1.552,-1.5518,-0.083661,-0.0828
-1.5563,-1.5561,-0.079456,-0.078594
-1.5605,-1.5604,-0.075183,-0.074319
-1.5648,-1.5646,-0.07095,-0.070083
-1.569,-1.5688,-0.066679,-0.065811
-1.5733,-1.5731,-0.062435,-0.061565
-1.5775,-1.5774,-0.058227,-0.057355
-1.5817,-1.5816,-0.053964,-0.05309
-1.586,-1.5858,-0.049727,-0.048851
-1.5903,-1.5901,-0.045468,-0.04459
